Year,Month,Temp_Anomaly,Date,5yr_moving_avg,10yr_moving_avg,Month_Num,Season_Spring,Season_Summer,Season_Winter,Data_Type,Predicted Anomaly
1971,Nov,-0.07,1971-11-01,0.0259999999999999,-0.023,11.0,False,False,False,Actual,
1972,Nov,0.02,1972-11-01,-0.014,-0.028,11.0,False,False,False,Actual,
1973,Nov,0.04,1973-11-01,-0.052,-0.007,11.0,False,False,False,Actual,
1974,Nov,-0.08,1974-11-01,-0.05,0.0109999999999999,11.0,False,False,False,Actual,
1975,Nov,-0.17,1975-11-01,-0.022,0.0269999999999999,11.0,False,False,False,Actual,
1976,Nov,-0.06,1976-11-01,-0.004,0.0539999999999999,11.0,False,False,False,Actual,
1977,Nov,0.16,1977-11-01,0.0679999999999999,0.0839999999999999,11.0,False,False,False,Actual,
1978,Nov,0.13,1978-11-01,0.1599999999999999,0.0999999999999999,11.0,False,False,False,Actual,
1979,Nov,0.28,1979-11-01,0.2179999999999999,0.1259999999999999,11.0,False,False,False,Actual,
1980,Nov,0.29,1980-11-01,0.2219999999999999,0.1399999999999999,11.0,False,False,False,Actual,
1981,Nov,0.23,1981-11-01,0.2559999999999999,0.1619999999999999,11.0,False,False,False,Actual,
1982,Nov,0.18,1982-11-01,0.2119999999999999,0.178,11.0,False,False,False,Actual,
1983,Nov,0.3,1983-11-01,0.1639999999999999,0.1909999999999999,11.0,False,False,False,Actual,
1984,Nov,0.06,1984-11-01,0.1379999999999999,0.19,11.0,False,False,False,Actual,
1985,Nov,0.05,1985-11-01,0.1599999999999999,0.182,11.0,False,False,False,Actual,
1986,Nov,0.1,1986-11-01,0.1239999999999999,0.1989999999999999,11.0,False,False,False,Actual,
1987,Nov,0.29,1987-11-01,0.1519999999999999,0.205,11.0,False,False,False,Actual,
1988,Nov,0.12,1988-11-01,0.2339999999999999,0.19,11.0,False,False,False,Actual,
1989,Nov,0.2,1989-11-01,0.2719999999999999,0.1629999999999999,11.0,False,False,False,Actual,
1990,Nov,0.46,1990-11-01,0.2199999999999999,0.2009999999999999,11.0,False,False,False,Actual,
1991,Nov,0.29,1991-11-01,0.2019999999999999,0.2399999999999999,11.0,False,False,False,Actual,
1992,Nov,0.03,1992-11-01,0.2499999999999999,0.2709999999999999,11.0,False,False,False,Actual,
1993,Nov,0.03,1993-11-01,0.2459999999999999,0.306,11.0,False,False,False,Actual,
1994,Nov,0.44,1994-11-01,0.2699999999999999,0.337,11.0,False,False,False,Actual,
1995,Nov,0.44,1995-11-01,0.3919999999999999,0.354,11.0,False,False,False,Actual,
1996,Nov,0.41,1996-11-01,0.472,0.3379999999999999,11.0,False,False,False,Actual,
1997,Nov,0.64,1997-11-01,0.4579999999999999,0.3809999999999999,11.0,False,False,False,Actual,
1998,Nov,0.43,1998-11-01,0.4299999999999999,0.437,11.0,False,False,False,Actual,
1999,Nov,0.37,1999-11-01,0.4919999999999999,0.4869999999999999,11.0,False,False,False,Actual,
2000,Nov,0.3,2000-11-01,0.4819999999999999,0.516,11.0,False,False,False,Actual,
2001,Nov,0.72,2001-11-01,0.502,0.546,11.0,False,False,False,Actual,
2002,Nov,0.59,2002-11-01,0.5739999999999998,0.579,11.0,False,False,False,Actual,
2003,Nov,0.53,2003-11-01,0.6619999999999999,0.584,11.0,False,False,False,Actual,
2004,Nov,0.73,2004-11-01,0.6659999999999998,0.6199999999999999,11.0,False,False,False,Actual,
2005,Nov,0.74,2005-11-01,0.6859999999999999,0.664,11.0,False,False,False,Actual,
2006,Nov,0.74,2006-11-01,0.7379999999999999,0.693,11.0,False,False,False,Actual,
2008,Nov,0.69,2008-11-01,0.7539999999999999,0.699,11.0,False,False,False,Actual,
2009,Nov,0.79,2009-11-01,0.724,0.723,11.0,False,False,False,Actual,
2010,Nov,0.81,2010-11-01,0.732,0.7369999999999999,11.0,False,False,False,Actual,
2011,Nov,0.59,2011-11-01,0.76,0.77,11.0,False,False,False,Actual,
2012,Nov,0.78,2012-11-01,0.736,0.779,11.0,False,False,False,Actual,
2013,Nov,0.83,2013-11-01,0.7859999999999998,0.8029999999999999,11.0,False,False,False,Actual,
2014,Nov,0.67,2014-11-01,0.8339999999999999,0.826,11.0,False,False,False,Actual,
2015,Nov,1.06,2015-11-01,0.8739999999999999,0.82,11.0,False,False,False,Actual,
2018,Nov,0.83,2018-11-01,0.8919999999999998,0.8809999999999999,11.0,False,False,False,Actual,
2019,Nov,0.98,2019-11-01,0.904,0.8029999999999999,11.0,False,False,False,Actual,
2021,Nov,0.92,2021-11-01,0.9759999999999998,0.717,11.0,False,False,False,Actual,
2022,Nov,0.73,2022-11-01,0.7719999999999999,0.597,11.0,False,False,False,Actual,
2023,Nov,1.42,2023-11-01,0.5599999999999998,0.518,11.0,False,False,False,Actual,
1880,Dec,-0.19,1880-12-01,0.3019999999999999,0.381,12.0,False,False,True,Actual,
1881,Dec,-0.08,1881-12-01,0.1319999999999999,0.287,12.0,False,False,True,Actual,
1882,Dec,-0.37,1882-12-01,-0.2140000000000001,0.1629999999999999,12.0,False,False,True,Actual,
1883,Dec,-0.12,1883-12-01,-0.1980000000000001,0.0669999999999999,12.0,False,False,True,Actual,
1884,Dec,-0.31,1884-12-01,-0.234,-0.035,12.0,False,False,True,Actual,
1885,Dec,-0.11,1885-12-01,-0.1680000000000001,-0.209,12.0,False,False,True,Actual,
1886,Dec,-0.26,1886-12-01,-0.2020000000000001,-0.194,12.0,False,False,True,Actual,
1888,Dec,-0.04,1888-12-01,-0.2040000000000001,-0.2259999999999999,12.0,False,False,True,Actual,
1889,Dec,-0.29,1889-12-01,-0.19,-0.211,12.0,False,False,True,Actual,
1890,Dec,-0.32,1890-12-01,-0.218,-0.214,12.0,False,False,True,Actual,
1891,Dec,-0.04,1891-12-01,-0.254,-0.189,12.0,False,False,True,Actual,
1892,Dec,-0.4,1892-12-01,-0.2260000000000001,-0.199,12.0,False,False,True,Actual,
1894,Dec,-0.22,1894-12-01,-0.1740000000000001,-0.197,12.0,False,False,True,Actual,
1895,Dec,-0.15,1895-12-01,-0.2080000000000001,-0.22,12.0,False,False,True,Actual,
1896,Dec,-0.06,1896-12-01,-0.1760000000000001,-0.199,12.0,False,False,True,Actual,
1897,Dec,-0.21,1897-12-01,-0.186,-0.195,12.0,False,False,True,Actual,
1898,Dec,-0.24,1898-12-01,-0.1720000000000001,-0.234,12.0,False,False,True,Actual,
1899,Dec,-0.27,1899-12-01,-0.2160000000000001,-0.246,12.0,False,False,True,Actual,
1900,Dec,-0.08,1900-12-01,-0.2600000000000001,-0.258,12.0,False,False,True,Actual,
1901,Dec,-0.28,1901-12-01,-0.3160000000000001,-0.256,12.0,False,False,True,Actual,
1902,Dec,-0.43,1902-12-01,-0.3300000000000001,-0.265,12.0,False,False,True,Actual,
1903,Dec,-0.52,1903-12-01,-0.3400000000000001,-0.291,12.0,False,False,True,Actual,
1904,Dec,-0.34,1904-12-01,-0.3140000000000001,-0.317,12.0,False,False,True,Actual,
1905,Dec,-0.13,1905-12-01,-0.322,-0.358,12.0,False,False,True,Actual,
1906,Dec,-0.15,1906-12-01,-0.318,-0.372,12.0,False,False,True,Actual,
1907,Dec,-0.47,1907-12-01,-0.386,-0.388,12.0,False,False,True,Actual,
1908,Dec,-0.5,1908-12-01,-0.4040000000000001,-0.348,12.0,False,False,True,Actual,
1910,Dec,-0.68,1910-12-01,-0.4620000000000001,-0.301,12.0,False,False,True,Actual,
1911,Dec,-0.22,1911-12-01,-0.3740000000000001,-0.288,12.0,False,False,True,Actual,
1912,Dec,-0.44,1912-12-01,-0.2840000000000001,-0.357,12.0,False,False,True,Actual,
1913,Dec,-0.03,1913-12-01,-0.19,-0.41,12.0,False,False,True,Actual,
1914,Dec,-0.05,1914-12-01,-0.3100000000000001,-0.393,12.0,False,False,True,Actual,
1915,Dec,-0.21,1915-12-01,-0.3580000000000001,-0.386,12.0,False,False,True,Actual,
1916,Dec,-0.82,1916-12-01,-0.4120000000000001,-0.365,12.0,False,False,True,Actual,
1917,Dec,-0.68,1917-12-01,-0.4880000000000001,-0.361,12.0,False,False,True,Actual,
1918,Dec,-0.3,1918-12-01,-0.54,-0.337,12.0,False,False,True,Actual,
1919,Dec,-0.43,1919-12-01,-0.4120000000000001,-0.337,12.0,False,False,True,Actual,
1920,Dec,-0.47,1920-12-01,-0.316,-0.375,12.0,False,False,True,Actual,
1921,Dec,-0.18,1921-12-01,-0.2620000000000001,-0.348,12.0,False,False,True,Actual,
1922,Dec,-0.2,1922-12-01,-0.2620000000000001,-0.296,12.0,False,False,True,Actual,
1923,Dec,-0.03,1923-12-01,-0.156,-0.261,12.0,False,False,True,Actual,
1924,Dec,-0.43,1924-12-01,-0.1800000000000001,-0.248,12.0,False,False,True,Actual,
1925,Dec,0.06,1925-12-01,-0.2060000000000001,-0.2599999999999999,12.0,False,False,True,Actual,
1926,Dec,-0.3,1926-12-01,-0.234,-0.219,12.0,False,False,True,Actual,
1927,Dec,-0.33,1927-12-01,-0.2580000000000001,-0.207,12.0,False,False,True,Actual,
1928,Dec,-0.17,1928-12-01,-0.2820000000000001,-0.214,12.0,False,False,True,Actual,
1929,Dec,-0.55,1929-12-01,-0.234,-0.255,12.0,False,False,True,Actual,
1930,Dec,-0.06,1930-12-01,-0.222,-0.215,12.0,False,False,True,Actual,
1931,Dec,-0.06,1931-12-01,-0.2760000000000001,-0.238,12.0,False,False,True,Actual,
1932,Dec,-0.27,1932-12-01,-0.1720000000000001,-0.209,12.0,False,False,True,Actual,
1933,Dec,-0.44,1933-12-01,-0.1940000000000001,-0.183,12.0,False,False,True,Actual,
1934,Dec,-0.03,1934-12-01,-0.1840000000000001,-0.178,12.0,False,False,True,Actual,
1935,Dec,-0.17,1935-12-01,-0.144,-0.081,12.0,False,False,True,Actual,
1936,Dec,-0.01,1936-12-01,-0.0800000000000001,-0.044,12.0,False,False,True,Actual,
1937,Dec,-0.07,1937-12-01,0.0099999999999999,-0.017,12.0,False,False,True,Actual,
1938,Dec,-0.12,1938-12-01,0.1059999999999999,0.0219999999999999,12.0,False,False,True,Actual,
1939,Dec,0.42,1939-12-01,0.1499999999999999,0.089,12.0,False,False,True,Actual,
1940,Dec,0.31,1940-12-01,0.1879999999999999,0.096,12.0,False,False,True,Actual,
1941,Dec,0.21,1941-12-01,0.2579999999999999,0.1059999999999999,12.0,False,False,True,Actual,
1942,Dec,0.12,1942-12-01,0.1819999999999999,0.0759999999999999,12.0,False,False,True,Actual,
1943,Dec,0.23,1943-12-01,0.1059999999999999,0.0699999999999999,12.0,False,False,True,Actual,
1944,Dec,0.04,1944-12-01,0.0019999999999999,0.0579999999999999,12.0,False,False,True,Actual,
1945,Dec,-0.07,1945-12-01,-0.048,-0.0019999999999999,12.0,False,False,True,Actual,
1946,Dec,-0.31,1946-12-01,-0.142,-0.0549999999999999,12.0,False,False,True,Actual,
1947,Dec,-0.13,1947-12-01,-0.186,-0.0599999999999999,12.0,False,False,True,Actual,
1948,Dec,-0.24,1948-12-01,-0.216,-0.0739999999999999,12.0,False,False,True,Actual,
1949,Dec,-0.18,1949-12-01,-0.122,-0.092,12.0,False,False,True,Actual,
1950,Dec,-0.22,1950-12-01,-0.1,-0.1139999999999999,12.0,False,False,True,Actual,
1951,Dec,0.16,1951-12-01,-0.042,-0.1349999999999999,12.0,False,False,True,Actual,
1952,Dec,-0.02,1952-12-01,-0.042,-0.11,12.0,False,False,True,Actual,
1953,Dec,0.05,1953-12-01,-0.054,-0.0819999999999999,12.0,False,False,True,Actual,
1954,Dec,-0.18,1954-12-01,-0.0980000000000001,-0.0569999999999999,12.0,False,False,True,Actual,
1955,Dec,-0.28,1955-12-01,-0.0640000000000001,-0.0389999999999999,12.0,False,False,True,Actual,
1956,Dec,-0.06,1956-12-01,-0.072,0.002,12.0,False,False,True,Actual,
1957,Dec,0.15,1957-12-01,-0.036,-0.0299999999999999,12.0,False,False,True,Actual,
1958,Dec,0.01,1958-12-01,0.0579999999999999,-0.0309999999999999,12.0,False,False,True,Actual,
1959,Dec,0.0,1959-12-01,0.0379999999999999,-0.0389999999999999,12.0,False,False,True,Actual,
1960,Dec,0.19,1960-12-01,0.0019999999999999,-0.0509999999999999,12.0,False,False,True,Actual,
1961,Dec,-0.16,1961-12-01,-0.006,-0.0309999999999999,12.0,False,False,True,Actual,
1962,Dec,-0.03,1962-12-01,-0.066,-0.0279999999999999,12.0,False,False,True,Actual,
1963,Dec,-0.03,1963-12-01,-0.12,-0.048,12.0,False,False,True,Actual,
1964,Dec,-0.3,1964-12-01,-0.094,-0.0639999999999999,12.0,False,False,True,Actual,
1965,Dec,-0.08,1965-12-01,-0.098,-0.0399999999999999,12.0,False,False,True,Actual,
1966,Dec,-0.03,1966-12-01,-0.122,-0.071,12.0,False,False,True,Actual,
1967,Dec,-0.05,1967-12-01,-0.014,-0.0629999999999999,12.0,False,False,True,Actual,
1968,Dec,-0.15,1968-12-01,-0.022,-0.0419999999999999,12.0,False,False,True,Actual,
1969,Dec,0.24,1969-12-01,-0.032,-0.046,12.0,False,False,True,Actual,
1970,Dec,-0.12,1970-12-01,0.0139999999999999,-0.024,12.0,False,False,True,Actual,
1971,Dec,-0.08,1971-12-01,0.0299999999999999,-0.0329999999999999,12.0,False,False,True,Actual,
1972,Dec,0.18,1972-12-01,-0.034,-0.019,12.0,False,False,True,Actual,
1973,Dec,-0.07,1973-12-01,-0.044,-0.0109999999999999,12.0,False,False,True,Actual,
1974,Dec,-0.08,1974-12-01,-0.006,0.011,12.0,False,False,True,Actual,
1975,Dec,-0.17,1975-12-01,-0.036,0.034,12.0,False,False,True,Actual,
1976,Dec,0.11,1976-12-01,-0.008,0.068,12.0,False,False,True,Actual,
1977,Dec,0.03,1977-12-01,0.1019999999999999,0.1169999999999999,12.0,False,False,True,Actual,
1978,Dec,0.07,1978-12-01,0.1799999999999999,0.142,12.0,False,False,True,Actual,
1979,Dec,0.47,1979-12-01,0.2399999999999999,0.165,12.0,False,False,True,Actual,
1980,Dec,0.22,1980-12-01,0.3199999999999999,0.1689999999999999,12.0,False,False,True,Actual,
1981,Dec,0.41,1981-12-01,0.3379999999999999,0.2,12.0,False,False,True,Actual,
1982,Dec,0.43,1982-12-01,0.2359999999999999,0.202,12.0,False,False,True,Actual,
1983,Dec,0.16,1983-12-01,0.2199999999999999,0.245,12.0,False,False,True,Actual,
1984,Dec,-0.04,1984-12-01,0.1639999999999999,0.267,12.0,False,False,True,Actual,
1985,Dec,0.14,1985-12-01,0.1699999999999999,0.257,12.0,False,False,True,Actual,
1986,Dec,0.13,1986-12-01,0.1959999999999999,0.275,12.0,False,False,True,Actual,
1987,Dec,0.46,1987-12-01,0.2779999999999999,0.265,12.0,False,False,True,Actual,
1988,Dec,0.29,1988-12-01,0.3299999999999999,0.2429999999999999,12.0,False,False,True,Actual,
1989,Dec,0.37,1989-12-01,0.3659999999999999,0.245,12.0,False,False,True,Actual,
1990,Dec,0.4,1990-12-01,0.3159999999999999,0.287,12.0,False,False,True,Actual,
1991,Dec,0.31,1991-12-01,0.2939999999999999,0.299,12.0,False,False,True,Actual,
1992,Dec,0.21,1992-12-01,0.2959999999999999,0.323,12.0,False,False,True,Actual,
1993,Dec,0.18,1993-12-01,0.2679999999999999,0.336,12.0,False,False,True,Actual,
1994,Dec,0.38,1994-12-01,0.2799999999999999,0.361,12.0,False,False,True,Actual,
1995,Dec,0.26,1995-12-01,0.3559999999999998,0.364,12.0,False,False,True,Actual,
1996,Dec,0.37,1996-12-01,0.4279999999999999,0.352,12.0,False,False,True,Actual,
1997,Dec,0.59,1997-12-01,0.4319999999999999,0.376,12.0,False,False,True,Actual,
1998,Dec,0.54,1998-12-01,0.4359999999999999,0.399,12.0,False,False,True,Actual,
1999,Dec,0.4,1999-12-01,0.4719999999999998,0.4549999999999999,12.0,False,False,True,Actual,
2000,Dec,0.28,2000-12-01,0.442,0.4669999999999999,12.0,False,False,True,Actual,
2001,Dec,0.55,2001-12-01,0.4819999999999999,0.508,12.0,False,False,True,Actual,
2002,Dec,0.44,2002-12-01,0.502,0.55,12.0,False,False,True,Actual,
2003,Dec,0.74,2003-12-01,0.5799999999999998,0.545,12.0,False,False,True,Actual,
2004,Dec,0.5,2004-12-01,0.6279999999999999,0.558,12.0,False,False,True,Actual,
2005,Dec,0.67,2005-12-01,0.6479999999999999,0.563,12.0,False,False,True,Actual,
2006,Dec,0.79,2006-12-01,0.634,0.595,12.0,False,False,True,Actual,
2008,Dec,0.54,2008-12-01,0.6239999999999999,0.593,12.0,False,False,True,Actual,
2009,Dec,0.67,2009-12-01,0.61,0.619,12.0,False,False,True,Actual,
2010,Dec,0.45,2010-12-01,0.558,0.623,12.0,False,False,True,Actual,
2011,Dec,0.6,2011-12-01,0.59,0.6900000000000001,12.0,False,False,True,Actual,
2012,Dec,0.53,2012-12-01,0.6119999999999999,0.7150000000000001,12.0,False,False,True,Actual,
2013,Dec,0.7,2013-12-01,0.7559999999999999,0.7470000000000001,12.0,False,False,True,Actual,
2014,Dec,0.78,2014-12-01,0.82,0.78,12.0,False,False,True,Actual,
2015,Dec,1.17,2015-12-01,0.936,0.793,12.0,False,False,True,Actual,
2018,Dec,0.92,2018-12-01,0.97,0.883,12.0,False,False,True,Actual,
2019,Dec,1.11,2019-12-01,0.974,,12.0,False,False,True,Actual,
2021,Dec,0.87,2021-12-01,1.0099999999999998,,12.0,False,False,True,Actual,
2022,Dec,0.8,2022-12-01,,,12.0,False,False,True,Actual,
2023,Dec,1.35,2023-12-01,,,12.0,False,False,True,Actual,
1880,Jan,,1880-01-01,,,,,,,Predicted,-0.1932552669552671
1880,Feb,,1880-02-01,,,,,,,Predicted,-0.2220886002886001
1880,Mar,,1880-03-01,,,,,,,Predicted,-0.096657614838865
1880,Apr,,1880-04-01,,,,,,,Predicted,-0.0810590434102935
1880,May,,1880-05-01,,,,,,,Predicted,-0.076373985939029
1880,Jun,,1880-06-01,,,,,,,Predicted,-0.2000516753329682
1880,Jul,,1880-07-01,,,,,,,Predicted,-0.1811124293012226
1880,Aug,,1880-08-01,,,,,,,Predicted,-0.1374028366308208
1880,Sep,,1880-09-01,,,,,,,Predicted,-0.1726263560280901
1880,Oct,,1880-10-01,,,,,,,Predicted,-0.1894560187265027
1880,Nov,,1880-11-01,,,,,,,Predicted,-0.2085980623772964
1880,Dec,,1880-12-01,,,,,,,Predicted,-0.1948981907619837
1881,Jan,,1881-01-01,,,,,,,Predicted,-0.1477359720834719
1881,Feb,,1881-02-01,,,,,,,Predicted,-0.1434466863691865
1881,Mar,,1881-03-01,,,,,,,Predicted,-0.0337180818718318
1881,Apr,,1881-04-01,,,,,,,Predicted,-0.0052453437765937
1881,May,,1881-05-01,,,,,,,Predicted,-0.0035052863053294
1881,Jun,,1881-06-01,,,,,,,Predicted,-0.1503457624101071
1881,Jul,,1881-07-01,,,,,,,Predicted,-0.0802365759021704
1881,Aug,,1881-08-01,,,,,,,Predicted,-0.0752976975174833
1881,Sep,,1881-09-01,,,,,,,Predicted,-0.1484715145338003
1881,Oct,,1881-10-01,,,,,,,Predicted,-0.1777076836424691
1881,Nov,,1881-11-01,,,,,,,Predicted,-0.1860393701504058
1881,Dec,,1881-12-01,,,,,,,Predicted,-0.1481071193334121
1882,Jan,,1882-01-01,,,,,,,Predicted,0.0417101282051282
1882,Feb,,1882-02-01,,,,,,,Predicted,0.0410706639194139
1882,Mar,,1882-03-01,,,,,,,Predicted,0.0174560847948347
1882,Apr,,1882-04-01,,,,,,,Predicted,-0.0029907141469641
1882,May,,1882-05-01,,,,,,,Predicted,-0.0860608271302454
1882,Jun,,1882-06-01,,,,,,,Predicted,-0.176737919396639
1882,Jul,,1882-07-01,,,,,,,Predicted,-0.1338420662220359
1882,Aug,,1882-08-01,,,,,,,Predicted,-0.1095402665919273
1882,Sep,,1882-09-01,,,,,,,Predicted,-0.1520527199718806
1882,Oct,,1882-10-01,,,,,,,Predicted,-0.169821865271026
1882,Nov,,1882-11-01,,,,,,,Predicted,-0.196276031937693
1882,Dec,,1882-12-01,,,,,,,Predicted,-0.2295914894540321
1883,Jan,,1883-01-01,,,,,,,Predicted,-0.2498774294135514
1883,Feb,,1883-02-01,,,,,,,Predicted,-0.2729177109440261
1883,Mar,,1883-03-01,,,,,,,Predicted,-0.1775346647553225
1883,Apr,,1883-04-01,,,,,,,Predicted,-0.1694436732653311
1883,May,,1883-05-01,,,,,,,Predicted,-0.1667824283083068
1883,Jun,,1883-06-01,,,,,,,Predicted,-0.1675795243209541
1883,Jul,,1883-07-01,,,,,,,Predicted,-0.1267465165006011
1883,Aug,,1883-08-01,,,,,,,Predicted,-0.1397846242779001
1883,Sep,,1883-09-01,,,,,,,Predicted,-0.1868143098007107
1883,Oct,,1883-10-01,,,,,,,Predicted,-0.1798169072114701
1883,Nov,,1883-11-01,,,,,,,Predicted,-0.2136349256282383
1883,Dec,,1883-12-01,,,,,,,Predicted,-0.2422591885277911
1884,Jan,,1884-01-01,,,,,,,Predicted,-0.2539328284224381
1884,Feb,,1884-02-01,,,,,,,Predicted,-0.2811438681684823
1884,Mar,,1884-03-01,,,,,,,Predicted,-0.3243503370698076
1884,Apr,,1884-04-01,,,,,,,Predicted,-0.3516183989224921
1884,May,,1884-05-01,,,,,,,Predicted,-0.3559571185435145
1884,Jun,,1884-06-01,,,,,,,Predicted,-0.3416543623046555
1884,Jul,,1884-07-01,,,,,,,Predicted,-0.2919895394578689
1884,Aug,,1884-08-01,,,,,,,Predicted,-0.2914133600354394
1884,Sep,,1884-09-01,,,,,,,Predicted,-0.2814517147811838
1884,Oct,,1884-10-01,,,,,,,Predicted,-0.2744642165930974
1884,Nov,,1884-11-01,,,,,,,Predicted,-0.280998613076244
1884,Dec,,1884-12-01,,,,,,,Predicted,-0.2111375590861093
1885,Jan,,1885-01-01,,,,,,,Predicted,-0.4431135825234098
1885,Feb,,1885-02-01,,,,,,,Predicted,-0.4017881264450169
1885,Mar,,1885-03-01,,,,,,,Predicted,-0.3586070979825949
1885,Apr,,1885-04-01,,,,,,,Predicted,-0.3514841081152603
1885,May,,1885-05-01,,,,,,,Predicted,-0.3645167563077114
1885,Jun,,1885-06-01,,,,,,,Predicted,-0.364679000068852
1885,Jul,,1885-07-01,,,,,,,Predicted,-0.292858554609384
1885,Aug,,1885-08-01,,,,,,,Predicted,-0.2914194585202879
1885,Sep,,1885-09-01,,,,,,,Predicted,-0.2753261465993656
1885,Oct,,1885-10-01,,,,,,,Predicted,-0.264075569814249
1885,Nov,,1885-11-01,,,,,,,Predicted,-0.2684849662973956
1885,Dec,,1885-12-01,,,,,,,Predicted,-0.2027603011961498
1886,Jan,,1886-01-01,,,,,,,Predicted,-0.4230626048899314
1886,Feb,,1886-02-01,,,,,,,Predicted,-0.4227684980178881
1886,Mar,,1886-03-01,,,,,,,Predicted,-0.37802964307639
1886,Apr,,1886-04-01,,,,,,,Predicted,-0.3252305962104986
1886,May,,1886-05-01,,,,,,,Predicted,-0.3259479658764446
1886,Jun,,1886-06-01,,,,,,,Predicted,-0.3230927319763578
1886,Jul,,1886-07-01,,,,,,,Predicted,-0.2480557689942018
1886,Aug,,1886-08-01,,,,,,,Predicted,-0.2511181880566209
1886,Sep,,1886-09-01,,,,,,,Predicted,-0.2534323135718062
1886,Oct,,1886-10-01,,,,,,,Predicted,-0.2546701981864009
1886,Nov,,1886-11-01,,,,,,,Predicted,-0.256558698204901
1886,Dec,,1886-12-01,,,,,,,Predicted,-0.2146134948918671
1887,Jan,,1887-01-01,,,,,,,Predicted,-0.424448968526295
1887,Feb,,1887-02-01,,,,,,,Predicted,-0.4219898616542517
1887,Mar,,1887-03-01,,,,,,,Predicted,-0.37881714307639
1887,Apr,,1887-04-01,,,,,,,Predicted,-0.3238705962104986
1887,May,,1887-05-01,,,,,,,Predicted,-0.3236179658764446
1887,Jun,,1887-06-01,,,,,,,Predicted,-0.3230927319763578
1887,Jul,,1887-07-01,,,,,,,Predicted,-0.2480557689942018
1887,Aug,,1887-08-01,,,,,,,Predicted,-0.2511181880566209
1887,Sep,,1887-09-01,,,,,,,Predicted,-0.2534323135718062
1887,Oct,,1887-10-01,,,,,,,Predicted,-0.2546701981864009
1887,Nov,,1887-11-01,,,,,,,Predicted,-0.256558698204901
1887,Dec,,1887-12-01,,,,,,,Predicted,-0.2105134948918671
1888,Jan,,1888-01-01,,,,,,,Predicted,-0.3409973319913078
1888,Feb,,1888-02-01,,,,,,,Predicted,-0.3127816250617133
1888,Mar,,1888-03-01,,,,,,,Predicted,-0.2953734336189315
1888,Apr,,1888-04-01,,,,,,,Predicted,-0.2080782083560457
1888,May,,1888-05-01,,,,,,,Predicted,-0.1896073374595241
1888,Jun,,1888-06-01,,,,,,,Predicted,-0.1870516725224933
1888,Jul,,1888-07-01,,,,,,,Predicted,-0.1628236327524974
1888,Aug,,1888-08-01,,,,,,,Predicted,-0.1661013097514245
1888,Sep,,1888-09-01,,,,,,,Predicted,-0.167275827443877
1888,Oct,,1888-10-01,,,,,,,Predicted,-0.1612509195731792
1888,Nov,,1888-11-01,,,,,,,Predicted,-0.1504396561916911
1888,Dec,,1888-12-01,,,,,,,Predicted,-0.1179103996656552
1889,Jan,,1889-01-01,,,,,,,Predicted,-0.1184958761627794
1889,Feb,,1889-02-01,,,,,,,Predicted,-0.0422373093986609
1889,Mar,,1889-03-01,,,,,,,Predicted,-0.0380411200729142
1889,Apr,,1889-04-01,,,,,,,Predicted,-0.0339035194539031
1889,May,,1889-05-01,,,,,,,Predicted,-0.0929400476567611
1889,Jun,,1889-06-01,,,,,,,Predicted,-0.1232454270226497
1889,Jul,,1889-07-01,,,,,,,Predicted,-0.1546448500966984
1889,Aug,,1889-08-01,,,,,,,Predicted,-0.189601926084318
1889,Sep,,1889-09-01,,,,,,,Predicted,-0.203962385335212
1889,Oct,,1889-10-01,,,,,,,Predicted,-0.2144510218368086
1889,Nov,,1889-11-01,,,,,,,Predicted,-0.2377834529703465
1889,Dec,,1889-12-01,,,,,,,Predicted,-0.1973109031375142
1890,Jan,,1890-01-01,,,,,,,Predicted,-0.3756218480357292
1890,Feb,,1890-02-01,,,,,,,Predicted,-0.3814903300484028
1890,Mar,,1890-03-01,,,,,,,Predicted,-0.3451576585797525
1890,Apr,,1890-04-01,,,,,,,Predicted,-0.3092905946448323
1890,May,,1890-05-01,,,,,,,Predicted,-0.2950046176323021
1890,Jun,,1890-06-01,,,,,,,Predicted,-0.2960822754499387
1890,Jul,,1890-07-01,,,,,,,Predicted,-0.2824391625273754
1890,Aug,,1890-08-01,,,,,,,Predicted,-0.289225087721344
1890,Sep,,1890-09-01,,,,,,,Predicted,-0.2941613261930172
1890,Oct,,1890-10-01,,,,,,,Predicted,-0.2825566261335142
1890,Nov,,1890-11-01,,,,,,,Predicted,-0.32636185702343
1890,Dec,,1890-12-01,,,,,,,Predicted,-0.2464953077098728
1891,Jan,,1891-01-01,,,,,,,Predicted,-0.359311066775758
1891,Feb,,1891-02-01,,,,,,,Predicted,-0.3635942984334112
1891,Mar,,1891-03-01,,,,,,,Predicted,-0.3033386216460694
1891,Apr,,1891-04-01,,,,,,,Predicted,-0.2640911552548574
1891,May,,1891-05-01,,,,,,,Predicted,-0.2367703227566013
1891,Jun,,1891-06-01,,,,,,,Predicted,-0.2428175612713184
1891,Jul,,1891-07-01,,,,,,,Predicted,-0.2333334509502091
1891,Aug,,1891-08-01,,,,,,,Predicted,-0.2350151201917968
1891,Sep,,1891-09-01,,,,,,,Predicted,-0.2348283139304253
1891,Oct,,1891-10-01,,,,,,,Predicted,-0.2328289967996721
1891,Nov,,1891-11-01,,,,,,,Predicted,-0.2733497376048285
1891,Dec,,1891-12-01,,,,,,,Predicted,-0.1771348923400252
